Mailles,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2022
8804.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8805.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
8806.0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1
8807.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8808.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8809.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8810.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8811.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8812.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8813.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8814.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8815.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8892.0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
8893.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8894.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8895.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
8896.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8897.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8898.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8899.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8901.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8902.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8903.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8980.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8981.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
