,maille_safran,maille_drias,latitude,longitude,altitude,departement,region_avant_2016,region2016,nature,clc_211,clc_221,clc_222,clc_231,clc_241,clc_242,clc_311,clc_312,clc_313,rupro,rupromin,rupromax,pro,hpf,hcc,hsat
7458,8633,4470,43.7444116581207,-0.689520660784479,44,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,66.53,0.0,0.0,1.65,0.0,3.14,7.33,1.56,2.47,209.88,202.6,228.66,115.0,15.32,33.62,40.79
7459,8634,4471,43.7471350662598,-0.590397550302246,53,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,54.17,0.0,0.0,0.31,0.0,8.43,13.62,1.74,2.46,212.33,192.05,263.87,116.0,17.25,35.56,42.07
7460,8635,4472,43.749767720878,-0.491265087627695,73,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,57.02,0.0,0.0,1.42,0.0,9.04,12.64,1.77,4.99,213.11,192.05,263.87,115.0,16.52,35.08,41.67
7461,8636,4473,43.7523096550127,-0.392123773312438,86,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,64.31,0.0,0.0,3.01,0.0,4.23,18.26,0.0,1.97,233.73,192.05,263.87,116.0,16.61,36.64,42.17
7462,8637,4474,43.7547608459616,-0.292974106849871,89,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,62.49,0.0,0.0,1.81,0.0,6.75,11.77,1.22,0.93,236.13,192.05,263.87,117.0,16.83,36.96,42.34
7538,8716,4320,43.6509833834393,-1.3784077336823,14,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,13.37,0.0,0.0,0.04,0.0,5.0,3.56,32.94,8.35,156.32,126.7,228.66,90.0,8.45,24.84,37.51
7539,8717,4321,43.6543363154222,-1.27948386798331,31,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,33.51,0.0,0.0,0.46,0.0,3.35,1.27,36.19,3.12,156.2,143.66,143.66,90.0,8.8,25.83,39.13
7540,8718,4322,43.6575988546152,-1.18054847731533,18,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,37.32,0.0,0.0,7.29,0.0,21.35,12.53,11.83,2.08,231.73,143.66,263.87,113.0,13.58,33.9,40.79
7541,8719,4323,43.6607710253824,-1.08160186043571,20,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,32.85,0.0,0.0,1.34,0.0,15.34,8.63,0.23,20.69,208.96,192.1,263.87,111.0,14.87,33.71,40.72
7542,8720,4324,43.6638528386582,-0.982644003149091,29,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,44.02,0.0,0.0,0.0,0.0,13.03,0.7,5.91,17.65,219.5,192.1,263.87,113.0,14.82,34.19,40.82
7543,8721,4325,43.6668442496115,-0.883674985753665,38,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,58.62,0.0,0.0,0.0,0.0,12.08,11.35,1.14,7.03,237.06,202.6,263.87,116.0,14.72,35.13,41.03
7544,8722,4326,43.6697452000858,-0.784695595176935,67,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,49.23,0.0,0.0,1.74,0.0,23.14,10.11,0.0,2.87,210.62,202.6,228.66,114.0,14.89,33.39,40.58
7545,8723,4327,43.6725556283098,-0.685706551534943,85,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,62.83,0.0,0.0,2.33,0.0,16.13,12.18,0.0,2.32,211.14,202.6,228.66,113.0,14.89,33.48,40.61
7546,8724,4328,43.6752754729478,-0.586708054525578,96,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,47.73,0.0,0.0,1.58,0.0,18.94,14.6,0.66,3.16,233.52,202.6,263.87,114.0,14.73,35.04,41.02
7547,8725,4329,43.6779047155442,-0.487700247164834,96,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,55.41,0.0,0.0,0.57,0.0,13.68,12.55,0.2,6.03,237.01,202.6,263.87,115.0,14.72,35.18,41.05
7548,8726,4330,43.6804433352378,-0.388683622599944,129,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,40.81,0.0,0.0,23.2,0.0,8.94,23.15,0.78,1.81,216.71,202.6,263.87,113.0,14.84,33.97,40.75
7549,8727,4331,43.6828913046202,-0.289658685061804,130,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,52.04,0.0,0.0,3.25,0.0,5.25,21.24,0.39,4.61,248.2,202.6,263.87,115.0,14.63,36.07,41.3
7624,8804,4177,43.579159660841,-1.37373391190828,17,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,20.53,0.0,0.0,0.85,0.0,12.25,12.24,8.39,25.62,178.37,202.6,228.66,99.0,12.48,28.46,35.5
7625,8805,4178,43.5825081901707,-1.27493407526039,33,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,32.65,0.0,0.0,0.0,0.0,17.47,19.73,4.37,19.38,206.48,202.6,228.66,113.0,14.92,33.17,40.52
7626,8806,4179,43.5857663996784,-1.17612280213423,34,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,46.93,0.0,0.0,2.43,0.0,13.26,13.07,4.9,6.73,248.31,228.66,263.87,118.0,14.66,35.69,41.16
7627,8807,4180,43.5889343326641,-1.07730047560674,58,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,33.95,0.0,0.0,3.47,0.0,14.51,25.27,0.59,16.19,227.16,192.1,263.87,114.0,14.77,34.68,40.95
7628,8808,4181,43.5920120221192,-0.97846696824479,65,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,55.59,0.0,0.0,0.0,0.0,8.03,6.85,5.17,12.7,194.71,192.1,192.1,107.0,14.93,33.15,40.62
7629,8809,4182,43.5949994305166,-0.879622139607771,67,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,52.57,0.0,0.0,0.0,0.0,22.79,1.56,3.6,8.09,209.87,192.1,263.87,108.0,14.83,34.09,40.86
7630,8810,4183,43.5978965095434,-0.780766866853246,53,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,56.59,0.0,0.0,3.65,0.0,20.76,7.29,2.36,3.23,252.14,228.66,263.87,116.0,14.62,36.21,41.33
7631,8811,4184,43.6007031933195,-0.68190204385182,82,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,38.33,0.0,0.0,7.89,0.0,19.83,28.2,0.22,4.41,214.07,202.6,228.66,114.0,14.87,33.6,40.63
7632,8812,4185,43.603419427146,-0.583027901967393,100,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,46.76,0.0,0.0,13.64,0.0,9.53,18.58,1.41,3.28,211.8,202.6,263.87,113.0,14.88,33.54,40.62
7633,8813,4186,43.6060452036073,-0.484144566553522,135,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,61.98,0.0,0.0,12.74,0.0,5.34,10.32,2.71,1.58,232.35,202.6,263.87,114.0,14.74,34.96,41.0
7634,8814,4187,43.6085805196768,-0.385252405251862,129,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,31.75,0.0,0.0,16.43,0.0,19.59,22.52,0.42,2.14,241.37,202.6,263.87,116.0,14.69,35.46,41.12
7635,8815,4188,43.6110253623416,-0.286351835466855,162,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,70.56,0.0,0.0,7.1,0.0,8.26,10.39,0.0,1.65,237.17,202.6,263.87,114.0,14.7,35.34,41.11
7711,8893,4034,43.5073397139416,-1.36907182529619,22,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,11.83,0.0,0.0,4.64,0.0,14.57,41.52,0.0,6.87,195.5,162.35,228.66,106.0,14.91,33.35,40.68
7712,8894,4035,43.5106838689046,-1.27039573594718,17,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,23.53,0.0,0.0,9.76,0.0,8.15,34.04,3.27,3.93,182.46,110.76,228.66,99.0,16.67,34.89,41.97
7714,8896,4037,43.5171014834973,-1.07300989383639,33,40 - Landes,Aquitaine,Nouvelle-Aquitaine,Territoire,59.57,0.0,4.57,1.31,0.0,10.09,10.41,0.0,1.67,196.6,110.76,263.87,104.0,17.58,36.18,42.69
