Point,Latitude,Longitude,Contexte,Période,Saison,NORNSV23,NORNSV24,NORNSV25,NORIFM20,NORIFM40,NORIFM60,NORIS400,NORIS700,NORIS1000
5472,44.2503,-0.6165,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5472,44.2503,-0.6165,RCP4.5,H3,3,21,5,0,21,2,0,26,2,0
5472,44.2503,-0.6165,RCP4.5,H3,4,14,4,-999,7,1,0,32,3,-999
5473,44.2529,-0.5165,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5473,44.2529,-0.5165,RCP4.5,H3,3,19,5,0,21,2,0,28,2,0
5473,44.2529,-0.5165,RCP4.5,H3,4,13,4,-999,7,1,0,38,5,-999
5474,44.2555,-0.4164,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5474,44.2555,-0.4164,RCP4.5,H3,3,19,6,0,25,3,0,27,2,0
5474,44.2555,-0.4164,RCP4.5,H3,4,17,4,-999,8,1,0,38,4,-999
5476,44.2603,-0.2164,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5476,44.2603,-0.2164,RCP4.5,H3,3,17,5,0,24,3,0,24,1,0
5476,44.2603,-0.2164,RCP4.5,H3,4,16,3,-999,8,1,0,32,3,-999
5609,44.3043,-1.2209,RCP4.5,H3,2,0,0,-999,1,0,0,0,0,-999
5609,44.3043,-1.2209,RCP4.5,H3,3,3,0,0,4,0,0,34,2,0
5609,44.3043,-1.2209,RCP4.5,H3,4,3,0,-999,1,0,0,36,4,-999
5610,44.3075,-1.1208,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5610,44.3075,-1.1208,RCP4.5,H3,3,22,4,0,19,1,0,33,2,0
5610,44.3075,-1.1208,RCP4.5,H3,4,16,3,-999,7,1,0,36,4,-999
5611,44.3106,-1.0207,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5611,44.3106,-1.0207,RCP4.5,H3,3,22,4,0,19,1,0,28,2,0
5611,44.3106,-1.0207,RCP4.5,H3,4,16,3,-999,7,1,0,32,3,-999
5612,44.3136,-0.9206,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5612,44.3136,-0.9206,RCP4.5,H3,3,22,5,0,21,2,0,28,2,0
5612,44.3136,-0.9206,RCP4.5,H3,4,14,4,-999,7,1,0,31,3,-999
5613,44.3166,-0.8205,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5613,44.3166,-0.8205,RCP4.5,H3,3,21,5,0,21,2,0,28,2,0
5613,44.3166,-0.8205,RCP4.5,H3,4,14,4,-999,7,1,0,33,3,-999
5614,44.3194,-0.7204,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5614,44.3194,-0.7204,RCP4.5,H3,3,21,5,0,22,2,0,27,2,0
5614,44.3194,-0.7204,RCP4.5,H3,4,14,4,-999,7,1,0,31,3,-999
5615,44.3222,-0.6202,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5615,44.3222,-0.6202,RCP4.5,H3,3,20,5,0,22,2,0,26,1,0
5615,44.3222,-0.6202,RCP4.5,H3,4,12,4,-999,7,1,0,31,3,-999
5616,44.3248,-0.5201,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5616,44.3248,-0.5201,RCP4.5,H3,3,20,5,0,21,2,0,26,1,0
5616,44.3248,-0.5201,RCP4.5,H3,4,12,4,-999,7,1,0,31,2,-999
5752,44.3761,-1.2254,RCP4.5,H3,2,0,0,-999,0,0,0,0,0,-999
5752,44.3761,-1.2254,RCP4.5,H3,4,3,0,-999,1,0,0,36,4,-999
5753,44.3793,-1.1252,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5753,44.3793,-1.1252,RCP4.5,H3,3,22,4,0,19,1,0,33,2,0
5753,44.3793,-1.1252,RCP4.5,H3,4,16,3,-999,7,1,0,35,4,-999
5754,44.3825,-1.025,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5754,44.3825,-1.025,RCP4.5,H3,3,23,4,0,20,2,0,27,1,0
5754,44.3825,-1.025,RCP4.5,H3,4,15,4,-999,8,1,0,29,3,-999
5755,44.3855,-0.9248,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5755,44.3855,-0.9248,RCP4.5,H3,3,22,4,0,20,2,0,27,1,0
5755,44.3855,-0.9248,RCP4.5,H3,4,14,4,-999,7,1,0,29,2,-999
5756,44.3884,-0.8245,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5756,44.3884,-0.8245,RCP4.5,H3,3,21,4,0,20,2,0,28,1,0
5756,44.3884,-0.8245,RCP4.5,H3,4,14,4,-999,7,1,0,30,2,-999
5757,44.3913,-0.7243,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5757,44.3913,-0.7243,RCP4.5,H3,3,22,4,0,21,2,0,28,1,0
5757,44.3913,-0.7243,RCP4.5,H3,4,15,4,-999,8,1,0,31,3,-999
5758,44.394,-0.624,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5758,44.394,-0.624,RCP4.5,H3,3,22,4,0,22,2,0,28,1,0
5758,44.394,-0.624,RCP4.5,H3,4,14,4,-999,7,1,0,31,2,-999
5895,44.448,-1.23,RCP4.5,H3,2,0,0,-999,0,0,0,0,0,-999
5895,44.448,-1.23,RCP4.5,H3,3,2,0,0,2,0,0,30,2,0
5895,44.448,-1.23,RCP4.5,H3,4,4,0,-999,0,0,0,30,2,-999
5896,44.4512,-1.1296,RCP4.5,H3,2,0,0,-999,2,0,0,0,0,-999
5896,44.4512,-1.1296,RCP4.5,H3,3,21,3,0,16,1,0,32,2,0
5896,44.4512,-1.1296,RCP4.5,H3,4,14,3,-999,7,0,0,31,3,-999
5897,44.4543,-1.0293,RCP4.5,H3,2,0,0,-999,3,0,0,0,0,-999
5897,44.4543,-1.0293,RCP4.5,H3,3,22,4,0,19,2,0,26,1,0
5897,44.4543,-1.0293,RCP4.5,H3,4,14,4,-999,8,1,0,28,2,-999
